id,正面を向いていること,顔のアップ度,背景がシンプルか,動物にピントが合っている,かわいい,写真の中の位置,明暗,猫が2匹以上写っている,成約した
058_014.jpg,5,1,3,5,3,3,2,0,1
058_016.jpg,2,1,2,2,3,2,3,0,0
058_017.jpg,2,5,1,1,2,3,4,0,0
058_018.jpg,5,5,3,1,3,3,2,0,0
058_021.jpg,5,5,5,5,5,4,4,0,1
058_022.jpg,1,4,1,1,3,3,4,0,0
058_023.jpg,1,5,5,4,4,3,4,0,1
058_024.jpg,1,5,5,5,4,3,3,0,0
059_000.jpg,2,2,2,4,3,3,2,0,1
059_002.jpg,2,2,2,4,5,3,2,0,0
059_004.jpg,3,3,5,4,5,3,1,0,0
059_006.jpg,5,2,4,5,4,4,3,0,1
059_011.jpg,4,2,2,4,4,3,1,1,0
059_015.jpg,5,5,5,5,4,3,2,0,1
059_016.jpg,2,4,4,3,2,4,4,0,0
059_017.jpg,4,5,5,5,4,3,5,0,0
059_018.jpg,4,3,5,5,5,3,3,0,1
059_021.jpg,1,4,5,3,4,4,2,0,1
059_022.jpg,1,2,3,4,5,4,5,0,0
059_023.jpg,1,2,2,3,3,3,3,0,0
059_024.jpg,2,5,5,5,5,3,2,0,1
059_025.jpg,4,1,2,2,4,3,2,0,0
059_027.jpg,1,2,3,2,5,5,2,0,1
060_001.jpg,1,1,1,3,4,2,3,0,0
060_003.jpg,1,1,1,2,4,3,1,0,0
060_005.jpg,4,3,5,3,4,4,2,0,0
060_006.jpg,5,2,5,3,3,5,2,0,0
060_007.jpg,2,5,3,4,4,3,2,0,1
060_008.jpg,3,4,3,3,3,3,2,0,1
060_010.jpg,1,4,4,3,3,3,1,0,0
060_016.jpg,3,2,1,2,3,4,2,0,0
060_025.jpg,2,1,2,2,3,4,1,0,0
060_026.jpg,5,4,5,2,4,3,3,0,1
060_029.jpg,1,3,2,4,5,3,3,0,1
061_003.jpg,3,2,4,2,3,5,2,0,0
061_004.jpg,5,4,2,2,5,3,4,0,1
061_013.jpg,4,5,5,5,4,4,3,0,1
061_018.jpg,3,1,2,2,4,3,2,0,0
061_023.jpg,2,2,1,2,5,3,2,0,0
061_026.jpg,2,2,1,2,3,4,2,0,0
062_010.jpg,3,3,5,4,3,3,3,0,0
062_014.jpg,3,2,1,3,2,3,5,0,0
062_021.jpg,3,2,2,3,4,3,3,0,1
062_023.jpg,4,3,2,4,4,3,3,0,1
062_028.jpg,5,5,4,5,4,3,1,0,0
062_029.jpg,5,1,1,4,4,4,3,0,1
063_002.jpg,2,2,2,5,4,3,3,0,1
063_003.jpg,5,4,2,5,3,3,5,0,0
063_004.jpg,4,5,2,1,2,3,2,0,0
063_006.jpg,3,4,1,4,4,2,3,0,0
063_009.jpg,2,3,2,3,3,3,3,0,0
063_012.jpg,3,2,3,4,4,3,3,0,1
063_014.jpg,3,4,3,5,5,3,3,0,0
063_015.jpg,3,5,3,4,4,3,2,0,0
063_018.jpg,5,3,3,5,5,3,3,0,1
063_027.jpg,5,5,3,4,5,3,3,0,1
063_028.jpg,4,4,2,4,3,3,3,0,0
064_000.jpg,4,3,1,2,3,3,2,0,0
064_006.jpg,4,2,2,4,4,3,3,0,1
064_007.jpg,4,2,1,3,4,3,2,0,0
064_017.jpg,3,1,3,3,3,3,2,0,0
064_020.jpg,3,3,2,2,3,3,2,0,0
064_021.jpg,3,2,1,4,5,3,2,0,1
064_027.jpg,4,2,2,2,3,3,4,0,0
064_028.jpg,2,2,1,4,5,3,3,0,1
065_009.jpg,4,2,3,1,3,3,2,0,0
065_015.jpg,5,4,2,2,4,3,2,0,1
065_026.jpg,2,5,2,3,3,3,4,0,0
065_027.jpg,2,4,4,4,4,3,3,0,1
066_003.jpg,2,2,1,3,3,3,4,0,0
066_004.jpg,2,2,1,4,4,3,3,0,1
066_005.jpg,3,2,1,1,2,3,5,0,0
066_009.jpg,5,2,1,2,4,3,3,0,1
066_017.jpg,3,2,1,3,3,3,2,0,0
066_028.jpg,2,1,1,4,4,4,1,0,0
066_029.jpg,4,2,3,3,4,2,2,0,0
067_004.jpg,5,2,4,5,4,4,3,0,1
067_005.jpg,4,5,2,5,4,3,3,0,1
067_011.jpg,4,2,1,5,5,4,3,0,0
067_012.jpg,4,4,3,4,4,3,3,0,0
067_015.jpg,5,1,1,3,3,3,2,0,0
067_022.jpg,3,1,1,2,3,3,2,0,0
067_025.jpg,2,2,1,4,5,3,3,0,1
067_028.jpg,2,5,2,5,5,3,3,0,1
068_000.jpg,2,2,2,3,3,4,2,0,0
068_001.jpg,4,2,1,1,3,3,4,0,0
068_011.jpg,4,2,1,2,4,3,4,0,1
068_012.jpg,3,5,2,4,4,3,4,0,0
068_027.jpg,4,3,2,4,5,3,2,0,1
068_028.jpg,2,3,5,3,4,3,4,0,0
069_003.jpg,4,3,1,3,3,3,3,0,0
069_004.jpg,3,1,1,3,3,4,2,0,0
069_009.jpg,5,4,3,5,5,3,3,0,1
069_014.jpg,3,4,1,4,4,3,2,0,1
069_022.jpg,3,2,1,1,3,3,4,0,0
069_027.jpg,5,3,2,4,4,3,4,0,0
069_028.jpg,5,4,2,4,4,3,2,0,1
070_005.jpg,3,3,4,5,4,3,2,0,1
070_008.jpg,4,3,2,3,4,3,2,0,0
070_013.jpg,4,4,3,3,3,3,2,0,0
