id,正面を向いていること,顔のアップ度,背景がシンプルか,動物にピントが合っている,かわいい,写真の中の位置,明暗,猫が2匹以上写っている,成約した
001_000.jpg,5,3,3,5,4,3,3,0,0
001_005.jpg,4,3,3,5,5,4,2,0,1
001_008.jpg,3,2,4,5,4,2,3,1,0
001_011.jpg,4,3,3,4,3,3,3,0,0
001_012.jpg,3,4,5,5,4,4,3,0,0
001_016.jpg,4,3,4,3,3,3,2,0,0
001_017.jpg,4,5,3,3,4,3,2,0,0
001_020.jpg,4,5,3,5,3,3,2,0,0
001_024.jpg,5,4,5,5,4,4,3,0,1
001_027.jpg,3,3,3,4,3,3,3,0,0
001_029.jpg,5,3,4,5,3,4,2,0,0
002_001.jpg,5,5,5,5,3,3,3,0,0
002_003.jpg,4,5,5,5,3,3,3,0,0
002_008.jpg,3,4,3,3,4,4,2,0,1
002_026.jpg,4,3,3,4,3,3,3,0,0
003_007.jpg,3,3,4,3,3,4,2,0,0
003_009.jpg,3,3,4,3,3,4,2,0,0
003_012.jpg,2,2,5,2,2,3,4,0,0
003_013.jpg,2,2,3,2,2,3,4,0,1
003_015.jpg,3,4,4,5,4,3,3,0,0
003_020.jpg,4,5,5,4,3,4,3,0,0
003_024.jpg,5,3,3,5,4,3,3,0,0
003_026.jpg,4,4,3,5,4,3,3,0,1
003_029.jpg,4,4,3,4,3,3,3,0,0
004_003.jpg,3,3,2,3,3,3,3,0,0
004_007.jpg,2,2,3,2,2,2,2,0,0
004_008.jpg,5,4,4,5,4,4,3,0,1
004_012.jpg,3,4,2,2,3,3,2,0,0
004_018.jpg,4,3,3,4,4,3,3,0,0
004_023.jpg,4,5,5,5,3,3,3,0,0
004_028.jpg,4,4,2,4,4,4,3,0,0
005_000.jpg,4,3,2,3,4,3,3,0,1
005_001.jpg,4,5,4,4,2,3,3,0,0
005_012.jpg,3,3,4,5,3,3,3,0,0
005_017.jpg,5,4,3,4,3,3,3,0,0
005_020.jpg,3,5,4,5,4,3,2,0,0
005_022.jpg,3,3,4,4,4,3,3,0,1
005_023.jpg,3,3,2,5,2,3,3,0,0
006_006.jpg,3,4,2,3,3,3,3,0,0
006_008.jpg,3,2,2,2,3,3,3,0,0
006_009.jpg,2,2,3,4,4,3,3,0,0
006_011.jpg,2,3,5,3,3,3,3,0,0
006_013.jpg,4,2,4,4,4,3,2,0,1
006_016.jpg,3,2,2,2,2,3,2,0,0
006_022.jpg,3,3,5,5,4,3,3,0,0
006_024.jpg,4,3,2,5,5,3,3,0,1
006_025.jpg,3,3,4,2,3,3,3,0,0
006_029.jpg,4,3,3,3,3,4,3,0,0
007_000.jpg,4,4,4,5,4,3,3,0,0
007_002.jpg,2,2,3,5,3,3,3,0,0
007_004.jpg,4,4,5,5,5,3,3,0,0
007_005.jpg,5,5,4,5,2,3,3,0,0
007_006.jpg,4,5,5,5,3,3,3,0,0
007_007.jpg,3,5,5,4,5,3,3,0,1
007_008.jpg,4,3,4,3,3,4,3,0,0
007_012.jpg,4,3,4,3,5,3,3,0,1
007_013.jpg,4,4,5,5,4,3,3,0,0
007_014.jpg,5,5,4,4,4,3,3,0,0
007_015.jpg,5,5,4,4,4,3,3,0,0
007_022.jpg,5,3,5,5,3,3,3,0,0
008_002.jpg,3,4,3,3,3,3,3,0,0
008_003.jpg,4,5,4,5,4,3,3,0,1
008_007.jpg,4,4,3,4,4,3,3,0,0
008_018.jpg,3,3,2,2,2,3,3,0,0
008_028.jpg,3,3,3,5,3,4,3,1,0
008_029.jpg,4,4,2,5,3,2,2,0,0
009_003.jpg,5,4,5,4,4,3,3,0,0
009_004.jpg,5,4,5,4,4,3,3,0,0
009_005.jpg,4,2,4,3,5,3,3,0,1
009_009.jpg,5,5,5,5,3,3,3,0,0
009_013.jpg,3,4,3,5,3,4,3,0,0
009_015.jpg,3,3,4,4,3,3,3,0,0
009_016.jpg,3,3,4,4,3,3,3,0,0
009_021.jpg,4,3,3,4,3,3,3,0,1
009_022.jpg,3,3,3,4,3,3,3,0,0
009_023.jpg,4,2,2,2,2,3,3,0,0
009_026.jpg,4,5,4,4,4,3,3,0,1
010_000.jpg,4,3,3,5,3,4,3,0,0
010_003.jpg,3,3,4,2,3,4,3,0,0
010_006.jpg,5,5,2,4,3,3,3,0,0
010_027.jpg,5,4,2,3,2,4,2,0,0
010_028.jpg,5,5,5,5,5,3,3,0,1
010_029.jpg,3,3,3,4,3,3,3,0,0
011_001.jpg,4,3,3,4,3,4,3,0,0
011_002.jpg,4,4,3,4,3,3,3,1,0
011_003.jpg,5,3,4,4,3,3,3,0,0
011_004.jpg,4,4,5,5,4,3,3,0,1
011_007.jpg,4,4,4,3,4,3,3,0,0
011_010.jpg,5,4,4,5,4,3,5,0,0
011_014.jpg,4,3,2,3,3,3,3,0,0
011_015.jpg,4,3,3,3,3,3,4,0,0
011_016.jpg,3,5,4,5,3,3,3,0,0
011_017.jpg,5,5,5,5,3,3,3,0,0
011_020.jpg,4,5,5,5,4,3,3,0,1
011_023.jpg,4,3,2,5,3,4,2,0,0
011_025.jpg,4,3,4,5,4,3,3,2,0
011_027.jpg,5,4,2,4,4,3,3,0,0
012_010.jpg,5,3,5,5,5,3,3,0,1
012_022.jpg,3,3,4,3,3,4,3,0,0
012_025.jpg,3,3,2,3,3,3,3,0,0
