id,正面を向いていること,顔のアップ度,背景がシンプルか,動物にピントが合っている,かわいい,写真の中の位置,明暗,猫が2匹以上写っている,成約した
039_017.jpg,4,4,3,5,4,5,3,0,1
040_004.jpg,5,5,5,4,4,4,3,0,0
040_018.jpg,4,3,3,3,4,3,3,0,1
040_019.jpg,3,3,4,4,3,3,3,0,0
040_022.jpg,5,5,5,4,3,5,2,0,0
040_023.jpg,5,3,2,5,5,3,3,0,1
040_025.jpg,2,2,2,4,3,4,4,0,0
040_028.jpg,5,4,4,4,5,5,2,0,1
040_029.jpg,5,3,2,4,3,4,4,0,0
041_000.jpg,4,3,3,4,3,5,3,0,0
041_001.jpg,5,5,4,4,4,5,5,0,1
041_003.jpg,4,4,3,4,3,3,4,0,0
041_007.jpg,3,2,3,4,4,4,4,0,0
041_011.jpg,5,3,4,5,5,4,4,0,1
041_012.jpg,4,4,5,5,4,4,3,0,0
042_009.jpg,5,5,5,5,4,5,2,0,0
042_020.jpg,4,2,1,3,2,2,3,0,0
042_021.jpg,3,3,2,2,3,4,3,0,0
043_013.jpg,3,2,2,5,4,4,4,0,1
043_020.jpg,4,4,3,5,5,5,4,0,1
043_021.jpg,4,1,5,4,5,2,3,0,1
043_025.jpg,5,3,5,3,2,1,3,0,0
043_026.jpg,3,4,2,2,3,5,3,0,0
043_027.jpg,3,3,5,4,4,3,4,0,0
043_028.jpg,5,3,2,4,4,3,2,0,1
044_001.jpg,5,5,3,2,2,3,4,0,0
045_002.jpg,4,5,5,5,2,5,1,0,0
045_007.jpg,4,4,4,5,4,4,3,0,0
045_014.jpg,4,2,3,4,3,5,3,0,0
045_021.jpg,4,3,3,4,4,4,3,0,1
045_028.jpg,5,3,3,4,1,4,2,0,0
045_029.jpg,4,4,4,5,5,5,3,0,1
046_006.jpg,4,3,2,4,4,5,3,0,1
046_010.jpg,5,4,4,4,4,4,2,0,0
046_014.jpg,4,3,4,3,4,4,3,0,0
046_016.jpg,5,4,2,4,5,4,3,0,0
046_021.jpg,4,4,4,4,3,5,2,0,0
046_023.jpg,5,3,5,4,5,5,2,0,1
046_025.jpg,2,3,5,3,5,4,3,0,1
047_017.jpg,3,4,3,4,4,5,3,0,0
047_020.jpg,4,2,3,4,4,3,2,0,0
047_025.jpg,3,2,2,3,4,4,3,0,0
048_001.jpg,5,2,3,4,3,4,3,0,1
048_004.jpg,5,2,2,4,5,2,2,0,1
048_010.jpg,3,4,5,4,4,4,3,0,0
048_014.jpg,2,3,2,4,5,3,3,0,0
048_016.jpg,4,4,3,5,5,5,4,0,1
048_018.jpg,5,4,4,5,5,4,2,0,1
048_028.jpg,3,4,2,5,5,4,3,0,0
049_004.jpg,5,3,4,5,4,4,2,0,0
049_005.jpg,5,3,3,3,2,3,2,0,0
049_010.jpg,1,2,4,4,3,5,3,0,0
049_011.jpg,4,3,4,4,3,5,2,0,0
049_012.jpg,2,2,5,4,3,4,3,0,1
049_017.jpg,4,5,4,5,5,4,3,0,1
049_026.jpg,5,5,4,1,2,5,2,0,0
049_027.jpg,4,4,4,3,4,4,2,0,0
049_029.jpg,5,2,1,5,5,2,3,0,1
050_007.jpg,4,2,3,4,4,3,2,0,1
050_008.jpg,4,4,1,3,3,4,2,0,0
050_009.jpg,4,3,3,5,3,4,3,0,0
050_010.jpg,4,3,4,4,5,4,3,0,1
050_014.jpg,5,2,3,5,4,2,3,0,1
050_015.jpg,4,4,4,4,4,4,3,0,0
050_028.jpg,5,4,3,3,3,4,2,0,0
051_002.jpg,5,4,4,4,5,5,3,0,1
051_005.jpg,4,4,3,3,4,5,2,0,0
051_006.jpg,3,3,2,2,3,4,4,0,0
051_011.jpg,4,1,4,4,4,3,2,0,1
051_012.jpg,5,2,1,4,2,4,3,0,0
051_014.jpg,5,4,3,4,4,5,2,0,0
051_019.jpg,5,3,2,5,5,5,3,0,1
051_021.jpg,4,3,3,4,4,4,3,0,1
052_010.jpg,5,3,3,5,5,5,3,0,0
052_011.jpg,3,2,2,4,4,5,3,0,0
052_013.jpg,4,2,3,3,4,4,3,0,0
052_016.jpg,4,4,4,4,3,4,2,0,1
052_020.jpg,5,3,4,4,4,4,3,0,0
052_021.jpg,3,3,4,4,3,4,3,0,0
052_026.jpg,4,4,3,4,4,5,2,0,1
053_006.jpg,4,2,4,3,4,3,2,0,0
053_011.jpg,4,2,5,4,3,3,3,0,0
053_027.jpg,5,4,5,5,5,5,1,0,1
054_015.jpg,3,3,4,5,5,5,3,0,1
054_026.jpg,5,4,4,5,4,5,2,0,0
054_028.jpg,3,3,5,5,4,4,3,0,1
054_029.jpg,5,5,5,5,4,5,4,0,0
055_003.jpg,5,4,4,5,4,5,3,0,1
055_006.jpg,4,4,4,5,2,3,3,0,0
055_012.jpg,5,2,4,4,2,4,3,0,0
056_003.jpg,4,5,5,4,1,5,3,0,0
056_010.jpg,5,3,3,5,4,5,3,0,0
056_013.jpg,3,3,2,5,3,3,3,0,0
056_016.jpg,2,2,4,4,4,3,3,0,1
056_019.jpg,5,4,5,4,4,4,3,0,1
056_022.jpg,4,4,3,4,2,5,3,0,0
057_001.jpg,5,2,3,4,4,5,3,0,0
058_005.jpg,4,4,4,4,4,4,3,0,0
058_010.jpg,4,2,3,5,5,5,3,0,1
058_011.jpg,4,4,4,3,5,4,4,0,1
